"Mineral Name","Mineral Name (plain)","IMA Chemistry (plain)","Structural Groupname"
"Kornerupine","Kornerupine","(Mg,Fe2+,Al,[box])10(Si,Al,B)5O21(OH,F)2","Kornerupine"
"Korobitsynite","Korobitsynite","(Na,[box])4Ti2(Si4O12)(O,OH)2·4H2O","Labuntsovite"
"Korshunovskite","Korshunovskite","Mg2Cl(OH)3·4H2O"," "
"Koryakite","Koryakite","NaKMg2Al2(SO4)6","Millosevichite"
"Korzhinskite","Korzhinskite","CaB2O4·0.5H2O"," "
"Kosmochlor","Kosmochlor","NaCr3+Si2O6","Pyroxene"
"Kosnarite","Kosnarite","KZr2(PO4)3"," "
"Kostovite","Kostovite","AuCuTe4"," "
"Kostylevite","Kostylevite","K2ZrSi3O9·H2O"," "
"Kotoite","Kotoite","Mg3(BO3)2"," "
"Kottenheimite","Kottenheimite","Ca3Si(SO4)2(OH)6·12H2O","Ettringite"
"Köttigite","Kottigite","Zn3(AsO4)2·8H2O","Vivianite"
"Kotulskite","Kotulskite","Pd(Te,Bi)2-x (x ≈ 0.4)","Nickeline"
"Koutekite","Koutekite","Cu5As2"," "
"Kovdorskite","Kovdorskite","Mg2(PO4)(OH)·3H2O"," "
"Kozoite-(La)","Kozoite-(La)","La(CO3)(OH)","Ancylite"
"Kozoite-(Nd)","Kozoite-(Nd)","Nd(CO3)(OH)","Ancylite"
"Kozyrevskite","Kozyrevskite","Cu4O(AsO4)2","Kozyrevskite"
"Kraisslite","Kraisslite","Zn3(Mn,Mg)25(Fe3+,Al)(As3+O3)2[(Si,As5+)O4]10(OH)16","Hematolite"
"Krasheninnikovite","Krasheninnikovite","KNa2CaMg(SO4)3F"," "
"Krásnoite","Krasnoite","Ca3Al7.7Si3P4O22.9(OH)13.3F2·8H2O","Perhamite"
"Krasnoshteinite","Krasnoshteinite","Al8[B2O4(OH)2](OH)16Cl4·7H2O"," "
"Krasnovite","Krasnovite","Ba(Al,Mg)(PO4,CO3)(OH)2·H2O"," "
"Kratochvílite","Kratochvilite","C13H10"," "
"Krausite","Krausite","KFe3+(SO4)2·H2O"," "
"Krauskopfite","Krauskopfite","BaSi2O5·3H2O"," "
"Krautite","Krautite","Mn(AsO3OH)·H2O","Koritnigite"
"Kravtsovite","Kravtsovite","PdAg2S"," "
"Kreiterite","Kreiterite","CsLi2Fe3+Si4O10F2","Mica"
"Kremersite","Kremersite","(NH4)2Fe3+Cl5·H2O"," "
"Krennerite","Krennerite","Au3AgTe8"," "
"Krettnichite","Krettnichite","PbMn3+2(VO4)2(OH)2","Natrochalcite"
"Kribergite","Kribergite","Al5(PO4)3(SO4)(OH)4·4H2O"," "
"Krieselite","Krieselite","Al2(GeO4)F2","Topaz"
"Krinovite","Krinovite","Na4[Mg8Cr3+4]O4[Si12O36]","Sapphirine"
"Kristiansenite","Kristiansenite","Ca2ScSn(Si2O7)(Si2O6OH)","Kristiansenite"
"Krivovichevite","Krivovichevite","Pb3Al(OH)6(SO4)(OH)"," "
"Kröhnkite","Krohnkite","Na2Cu(SO4)2·2H2O","Roselite"
"Krotite","Krotite","CaAl2O4","Beryllonite"
"Kroupaite","Kroupaite","KPb0.5[(UO2)8O4(OH)10]·10H2O","Schoepite"
"Kruijenite","Kruijenite","Ca4Al4(SO4)F2(OH)16·2H2O"," "
"Krupičkaite","Krupickaite","Cu6[AsO3(OH)]6·8H2O","Lindackerite"
"Krupkaite","Krupkaite","PbCuBi3S6","Meneghinite"
"Krut'aite","Krutaite","CuSe2","Pyrite"
"Krutovite","Krutovite","NiAs2","Pyrite"
"Kryachkoite","Kryachkoite","(Al,Cu)6(Fe,Cu)"," "
"Kryzhanovskite","Kryzhanovskite","(Fe3+,Mn2+)3(PO4)2(OH,H2O)3","Reddingite"
"Ktenasite","Ktenasite","ZnCu4(SO4)2(OH)6·6H2O","Devilline"
"Kuannersuite-(Ce)","Kuannersuite-(Ce)","NaCeBa3(PO4)3F0.5Cl0.5","Apatite"
"Kudriavite","Kudriavite","(Cd,Pb)Bi2S4"," "
"Kudryavtsevaite","Kudryavtsevaite","Na3MgFe3+Ti4O12"," "
"Kufahrite","Kufahrite","PtPb","Nickeline"
"Kukharenkoite-(Ce)","Kukharenkoite-(Ce)","Ba2Ce(CO3)3F"," "
"Kukharenkoite-(La)","Kukharenkoite-(La)","Ba2La(CO3)3F"," "
"Kukisvumite","Kukisvumite","Na6ZnTi4O4(SiO3)8·4H2O"," "
"Kuksite","Kuksite","Pb3Zn3TeO6(PO4)2","Dugganite"
"Kulanite","Kulanite","BaFe2+2Al2(PO4)3(OH)3","Bjarebyite"
"Kuliginite","Kuliginite","Fe3Mg(OH)6Cl2"," "
"Kuliokite-(Y)","Kuliokite-(Y)","Y4Al(SiO4)2(OH)2F5"," "
"Kulkeite","Kulkeite","Na0.3Mg8Al(Si,Al)8O20(OH)10","Clay"
"Kullerudite","Kullerudite","NiSe2","Marcasite"
"Kumdykolite","Kumdykolite","Na(AlSi3O8)"," "
"Kummerite","Kummerite","Mn2+Fe3+Al(PO4)2(OH)2·8H2O","Laueite"
"Kumtyubeite","Kumtyubeite","Ca5(SiO4)2F2","Humite"
"Kunatite","Kunatite","CuFe3+2(PO4)2(OH)2·4H2O","Arthurite"
"Kupčíkite","Kupcikite","Cu3.4Fe0.6Bi5S10"," "
"Kupletskite","Kupletskite","K2NaMn2+7Ti2(Si4O12)2O2(OH)4F","Astrophyllite-Kupletskite"
"Kupletskite-(Cs)","Kupletskite-(Cs)","Cs2NaMn2+7Ti2(Si4O12)2O2(OH)4F","Astrophyllite-Kupletskite"
"Kuramite","Kuramite","Cu3SnS4","Sphalerite"
"Kuranakhite","Kuranakhite","PbMn4+Te6+O6"," "
"Kuratite","Kuratite","Ca2(Fe2+5Ti)O2[Si4Al2O18]","Sapphirine"
"Kurchatovite","Kurchatovite","CaMgB2O5"," "
"Kurgantaite","Kurgantaite","CaSrB5O9Cl·H2O","Hilgardite"
"Kurilite","Kurilite","Ag8Te3Se"," "
"Kurnakovite","Kurnakovite","MgB3O3(OH)5·5H2O"," "
"Kurumsakite","Kurumsakite","Zn8Al8V5+2Si5O35·27H2O (?)"," "
"Kusachiite","Kusachiite","Cu2+Bi3+2O4","Trippkeite"
"Kushiroite","Kushiroite","CaAlAlSiO6","Pyroxene"
"Kutinaite","Kutinaite","Ag6Cu14As7"," "
"Kutnohorite","Kutnohorite","CaMn2+(CO3)2","Dolomite"
"Kuvaevite","Kuvaevite","Ir5Ni10S16","Kuvaevite"
"Kuzelite","Kuzelite","Ca4Al2(OH)12(SO4)·6H2O","Hydrotalcite"
"Kuzmenkoite-Mn","Kuzmenkoite-Mn","K2MnTi4(Si4O12)2(OH)4·5-6H2O","Labuntsovite"
"Kuzmenkoite-Zn","Kuzmenkoite-Zn","K2ZnTi4(Si4O12)2(OH)4·6-8H2O","Labuntsovite"
"Kuzminite","Kuzminite","HgBr"," "
"Kuznetsovite","Kuznetsovite","Hg1+2Hg2+(AsO4)Cl"," "
"Kvanefjeldite","Kvanefjeldite","Na4CaSi6O14(OH)2"," "
"Kyanite","Kyanite","Al2OSiO4"," "
"Kyanoxalite","Kyanoxalite","Na7(Al5-6Si6-7O24)(C2O4)0.5-1.0·5H2O","Oxalate"
"Kyawthuite","Kyawthuite","Bi3+Sb5+O4","Clinocervantite"
"Kyrgyzstanite","Kyrgyzstanite","ZnAl4(SO4)(OH)12·3H2O","Chalcoalumite"
"Kyzylkumite","Kyzylkumite","Ti2V3+O5(OH)"," "
"Laachite","Laachite","(Ca,Mn)2Zr2Nb2TiFeO14","Zirconolite"
"Labuntsovite-Fe","Labuntsovite-Fe","Na4K4Fe2+2Ti8O4(Si4O12)4(OH)4·10-12H2O","Labuntsovite"
"Labuntsovite-Mg","Labuntsovite-Mg","Na4K4Mg2Ti8O4(Si4O12)4(OH)4·10-12H2O","Labuntsovite"
"Labuntsovite-Mn","Labuntsovite-Mn","Na4K4Mn2+2Ti8O4(Si4O12)4(OH)4·10-12H2O","Labuntsovite"
"Labyrinthite","Labyrinthite","(Na,K,Sr)35Ca12Fe3Zr6TiSi51O144(O,OH,H2O)9Cl3","Eudialyte"
"Lacroixite","Lacroixite","NaAl(PO4)F","Titanite"
"Laffittite","Laffittite","AgHgAsS3","Rocksalt"
"Laflammeite","Laflammeite","Pd3Pb2S2"," "
"Laforêtite","Laforetite","AgInS2","Chalcopyrite"
"Lafossaite","Lafossaite","TlCl"," "
"Lagalyite","Lagalyite","Ca2xMn1-xO2·1.5-2H2O (x = 0.05-0.08)"," "
"Lahnsteinite","Lahnsteinite","Zn4(SO4)(OH)6·3H2O","Ktenasite"
"Laihunite","Laihunite","(Fe3+,Fe2+,[box])2(SiO4)"," "
"Laitakarite","Laitakarite","Bi4(Se,S)3","Tetradymite"
"Lakargiite","Lakargiite","CaZrO3","Perovskite"
"Lakebogaite","Lakebogaite","NaCaFe2H(UO2)2(PO4)4(OH)2·8H2O"," "
"Lalondeite","Lalondeite","(Na,Ca)6(Ca,Na)3Si16O38(F,OH)2·3H2O","Gyrolite"
"Lammerite","Lammerite","Cu3(AsO4)2"," "
"Lammerite-β","Lammerite-beta","Cu3(AsO4)2","Lammerite-β"
"Lamprophyllite","Lamprophyllite","(SrNa)Ti2Na3Ti(Si2O7)2O2(OH)2","Seidozerite-Lamprophyllite"
"Lanarkite","Lanarkite","Pb2O(SO4)"," "
"Landauite","Landauite","(Na,Pb)(Mn2+,Y)(Zn,Fe)2(Ti,Fe3+,Nb)18(O,OH,F)O38","Crichtonite"
"Landesite","Landesite","Mn2+9Fe3+3(PO4)8(OH)3·9H2O","Reddingite"
"Långbanite","Langbanite","Mn2+4Mn3+9Sb5+O16(SiO4)2"," "
"Långbanshyttanite","Langbanshyttanite","Pb2Mn2Mg(AsO4)2(OH)4·6H2O"," "
"Langbeinite","Langbeinite","K2Mg2(SO4)3","Langbeinite"
"Langhofite","Langhofite","Pb2(OH)[WO4(OH)]"," "
"Langisite","Langisite","CoAs","Nickeline"
"Langite","Langite","Cu4(SO4)(OH)6·2H2O"," "
"Lanmuchangite","Lanmuchangite","TlAl(SO4)2·12H2O","Alum"
"Lannonite","Lannonite","HCa4Mg2Al4(SO4)8F9·32H2O"," "
"Lansfordite","Lansfordite","Mg(CO3)·5H2O"," "
"Lanthanite-(Ce)","Lanthanite-(Ce)","Ce2(CO3)3·8H2O","Lanthanite"
"Lanthanite-(La)","Lanthanite-(La)","La2(CO3)3·8H2O","Lanthanite"
"Lanthanite-(Nd)","Lanthanite-(Nd)","Nd2(CO3)3·8H2O","Lanthanite"
"Lapeyreite","Lapeyreite","Cu3O[AsO3(OH)]2·H2O"," "
"Laphamite","Laphamite","As2Se3","Orpiment"
"Lapieite","Lapieite","CuNiSbS3","Lapieite"
"Laplandite-(Ce)","Laplandite-(Ce)","Na4CeTiPSi7O22·5H2O"," "
"Laptevite-(Ce)","Laptevite-(Ce)","NaFe2+(REE7Ca5Y3)(SiO4)4(Si3B2PO18)(BO3)F11"," "
"Larderellite","Larderellite","(NH4)B5O7(OH)2·H2O","Larderellite"
"Larisaite","Larisaite","Na(H3O)(UO2)3(Se4+O3)2O2·4H2O"," "
"Larnite","Larnite","Ca2(SiO4)"," "
"Larosite","Larosite","(Cu,Ag)21PbBiS13"," "
"Larsenite","Larsenite","ZnPb(SiO4)"," "
"Lasalite","Lasalite","Na2Mg2V10O28·20H2O","Lasalite"
"Lasnierite","Lasnierite","(Ca,Sr)(Mg,Fe2+)2Al(PO4)3"," "
"Latiumite","Latiumite","(Ca,K)4(Si,Al)5O11(SO4,CO3)","Latiumite"
"Latrappite","Latrappite","Ca2NbFe3+O6","Perovskite"
"Laueite","Laueite","Mn2+Fe3+2(PO4)2(OH)2·8H2O","Laueite"
"Laumontite","Laumontite","CaAl2Si4O12·4H2O"," "
"Launayite","Launayite","CuPb10(Sb,As)13S20","Madocite"
"Lauraniite","Lauraniite","Cu6Cd2(SO4)2(OH)12·5H2O"," "
"Laurelite","Laurelite","Pb7F12Cl2"," "
"Laurentianite","Laurentianite","[NbO(H2O)]3(Si2O7)2[Na(H2O)2]3"," "
"Laurentthomasite","Laurentthomasite","Mg2K(Be2Al)Si12O30","Milarite"
"Laurionite","Laurionite","PbCl(OH)"," "
"Laurite","Laurite","RuS2","Pyrite"
"Lausenite","Lausenite","Fe3+2(SO4)3·5H2O"," "
"Lautarite","Lautarite","Ca(IO3)2"," "
"Lautenthalite","Lautenthalite","PbCu4(SO4)2(OH)6·3H2O","Devilline"
"Lautite","Lautite","CuAsS"," "
"Lavendulan","Lavendulan","NaCaCu5(AsO4)4Cl·5H2O"," "
"Låvenite","Lavenite","(Na,Ca)4(Mn2+,Fe2+)2(Zr,Ti,Nb)2(Si2O7)2(O,F)4","Wöhlerite "
"Laverovite","Laverovite","K2NaMn7Zr2(Si4O12)2O2(OH)4F","Astrophyllite"
"Lavinskyite","Lavinskyite","K(LiCu)Cu6(Si4O11)2(OH)4","Plancheite"
"Lavoisierite","Lavoisierite","Mn2+8[Al10(Mn3+Mg)][Si11P]O44(OH)12","Ardennite"
"Lavrentievite","Lavrentievite","Hg3S2Cl2"," "
"Lawrencite","Lawrencite","FeCl2","Scacchite"
"Lawsonbauerite","Lawsonbauerite","Mn2+9Zn4(SO4)2(OH)22·8H2O"," "
"Lawsonite","Lawsonite","CaAl2(Si2O7)(OH)2·H2O","Lawsonite"
"Lazaraskeite","Lazaraskeite","Cu(C2H3O3)2"," "
"Lazarenkoite","Lazarenkoite","CaFe3+As3+3O7·3H2O"," "
"Lazaridisite","Lazaridisite","Cd3(SO4)3·8H2O"," "
"Lazulite","Lazulite","MgAl2(PO4)2(OH)2","Lazulite"
"Lazurite","Lazurite","Na7Ca(Al6Si6O24)(SO4)(S3)1-·H2O","Sodalite"
"Lead","Lead","Pb","Copper"
"Leadamalgam","Leadamalgam","HgPb2"," "
"Leadhillite","Leadhillite","Pb4(SO4)(CO3)2(OH)2"," "
"Lechatelierite","Lechatelierite","SiO2","Amorphous"
"Lecontite","Lecontite","(NH4)Na(SO4)·2H2O"," "
"Lecoqite-(Y)","Lecoqite-(Y)","Na3Y(CO3)3·6H2O"," "
"Leesite","Leesite","K(H2O)2[(UO2)4O2(OH)5]·3H2O","Schoepite"
"Lefontite","Lefontite","Fe2Al2Be(PO4)2(OH)6","Childrenite"
"Legrandite","Legrandite","Zn2(AsO4)(OH)·H2O"," "
"Leguernite","Leguernite","Bi12.67O14(SO4)5"," "
"Lehmannite","Lehmannite","Na18Cu12TiO8(AsO4)8FCl5","Arsmirandite"
"Lehnerite","Lehnerite","Mn2+(UO2)2(PO4)2·8H2O"," "
"Leifite","Leifite","Na7Be2(Si15Al3)O39(F,OH)2","Leifite"
"Leightonite","Leightonite","K2Ca2Cu(SO4)4·2H2O"," "
"Leisingite","Leisingite","Cu2MgTe6+O6·6H2O"," "
"Leiteite","Leiteite","ZnAs3+2O4"," "
"Lemanskiite","Lemanskiite","NaCaCu5(AsO4)4Cl·3H2O"," "
"Lemmleinite-Ba","Lemmleinite-Ba","Na4K4Ba2+xTi8(Si4O12)4(OH,O)8·8H2O","Labuntsovite"
"Lemmleinite-K","Lemmleinite-K","Na4K8Ti8(Si4O12)4(OH,O)8·8H2O","Labuntsovite"
"Lemoynite","Lemoynite","Na2CaZr2Si10O26·5-6H2O","Lemoynite"
"Lenaite","Lenaite","AgFeS2","Chalcopyrite"
"Lengenbachite","Lengenbachite","Ag4Cu2Pb18As12S39","Cylindrite"
"Leningradite","Leningradite","PbCu3(VO4)2Cl2"," "
"Lennilenapeite","Lennilenapeite","K7(Mg,Mn2+,Fe2+,Zn)48(Si,Al)72(O,OH)216·16H2O","Clay"
"Lenoblite","Lenoblite","V4+2O4·2H2O"," "
"Leogangite","Leogangite","Cu10(AsO4)4(SO4)(OH)6·8H2O"," "
"Leonardsenite","Leonardsenite","MgAlF5·2H2O","Weberite"
"Leonite","Leonite","K2Mg(SO4)2·4H2O"," "
"Leószilárdite","Leoszilardite","Na6Mg(UO2)2(CO3)6·6H2O"," "
"Lepageite","Lepageite","Mn2+3(Fe3+7Fe2+4)O3[Sb3+5As3+8O34]"," "
"Lepersonnite-(Gd)","Lepersonnite-(Gd)","CaGd2(UO2)24(CO3)8Si4O28·60H2O"," "
"Lepidocrocite","Lepidocrocite","Fe3+O(OH)","Lepidocrocite"
"Lepkhenelmite-Zn","Lepkhenelmite-Zn","Ba2Zn(Ti,Nb)4(Si4O12)2(O,OH)4·7H2O","Labuntsovite"
"Lermontovite","Lermontovite","U4+(PO4)(OH)·H2O"," "
"Letovicite","Letovicite","(NH4)3H(SO4)2"," "
"Leucite","Leucite","K(AlSi2O6)","Analcime"
"Leucophanite","Leucophanite","NaCaBeSi2O6F"," "
"Leucophoenicite","Leucophoenicite","Mn2+7(SiO4)3(OH)2","Humite"
"Leucophosphite","Leucophosphite","KFe3+2(PO4)2(OH)·2H2O","Leucophosphite"
"Leucosphenite","Leucosphenite","Na4BaTi2B2Si10O30"," "
"Leucostaurite","Leucostaurite","Pb2[B5O9]Cl·0.5H2O","Hilgardite"
"Levantite","Levantite","KCa3Al2(SiO4)(Si2O7)(PO4)","Latiumite"
"Leverettite","Leverettite","Cu3CoCl2(OH)6","Atacamite"
"Levinsonite-(Y)","Levinsonite-(Y)","YAl(SO4)2(C2O4)·12H2O","Oxalate"
"Lévyclaudite","Levyclaudite","Pb8Cu3Sn7(Bi,Sb)3S28","Cylindrite"
"Lévyne-Ca","Levyne-Ca","Ca3(Si12Al6)O36·18H2O","Levyne"
"Lévyne-Na","Levyne-Na","Na6(Si12Al6)O36·18H2O","Levyne"
"Leydetite","Leydetite","Fe(UO2)(SO4)2·11H2O","Leydetite"
"Liandratite","Liandratite","U6+Nb2O8"," "
"Liberite","Liberite","Li2Be(SiO4)"," "
"Libethenite","Libethenite","Cu2(PO4)(OH)","Andalusite"
"Liebauite","Liebauite","Ca3Cu5Si9O26"," "
"Liebenbergite","Liebenbergite","Ni2(SiO4)","Olivine"
"Liebermannite","Liebermannite","KAlSi3O8","Coronadite"
"Liebigite","Liebigite","Ca2(UO2)(CO3)3·11H2O"," "
"Liguowuite","Liguowuite","WO3"," "
"Likasite","Likasite","Cu3(NO3)(OH)5·2H2O"," "
"Lileyite","Lileyite","Ba2Ti2Na2Fe2+Mg(Si2O7)2O2F2","Seidozerite-Lamprophyllite"
"Lillianite","Lillianite","Pb3-2xAgxBi2+xS6","Lillianite"
"Lime","Lime","CaO","Rocksalt"
"Limousinite","Limousinite","BaCa[Be4P4O16]·6H2O"," "
"Linarite","Linarite","CuPb(SO4)(OH)2","Linarite"
"Lindackerite","Lindackerite","Cu5(AsO4)2(AsO3OH)2·9H2O","Lindackerite"
"Lindbergite","Lindbergite","Mn(C2O4)·2H2O","Oxalate"
"Lindgrenite","Lindgrenite","Cu3(Mo6+O4)2(OH)2"," "
"Lindqvistite","Lindqvistite","Pb2Mn2+Fe3+16O27"," "
"Lindsleyite","Lindsleyite","(Ba,Sr)(Zr,Ca)(Fe,Mg)2(Ti,Cr,Fe)18O38","Crichtonite"
"Lindströmite","Lindstromite","Pb3Cu3Bi7S15","Meneghinite"
"Línekite","Linekite","K2Ca3[(UO2)(CO3)3]2·8H2O"," "
"Lingbaoite","Lingbaoite","AgTe3"," "
"Lingunite","Lingunite","NaAlSi3O8","Coronadite"
"Linnaeite","Linnaeite","Co2+Co3+2S4","Spinel"
"Lintisite","Lintisite","Na3LiTi2O2(SiO3)4·2H2O"," "
"Linzhiite","Linzhiite","FeSi2"," "
"Liottite","Liottite","Na16Ca8Si18Al18O72(SO4)5Cl4","Cancrinite-sodalite"
"Lipscombite","Lipscombite","Fe2+Fe3+2(PO4)2(OH)2"," "
"Lipuite","Lipuite","KNa8Mn3+5Mg0.5[Si12O30(OH)4](PO4)O2(OH)2·4H2O"," "
"Liraite","Liraite","NaCa2Mn2+2[Fe3+Fe2+]Mn2+2(PO4)6(H2O)2","Wicksite"
"Liroconite","Liroconite","Cu2Al(AsO4)(OH)4·4H2O","Liroconite"
"Lisanite","Lisanite","CaNiP2O7","Anastasenkoite"
"Lisetite","Lisetite","Na2CaAl4(SiO4)4"," "
"Lishizhenite","Lishizhenite","ZnFe3+2(SO4)4·14H2O"," "
"Lisiguangite","Lisiguangite","CuPtBiS3","Lapieite"
"Lisitsynite","Lisitsynite","KBSi2O6"," "
"Liskeardite","Liskeardite","(Al,Fe)32(AsO4)18(OH)42(H2O)22·52H2O"," "
"Lislkirchnerite","Lislkirchnerite","Pb6Al(OH)8Cl2(NO3)5·2H2O"," "
"Litharge","Litharge","PbO"," "
"Lithiomarsturite","Lithiomarsturite","LiMn2+2Ca2Si5O14(OH)","Rhodonite"
"Lithiophilite","Lithiophilite","LiMn2+(PO4)","Olivine"
"Lithiophorite","Lithiophorite","(Al,Li)(Mn4+,Mn3+)O2(OH)2"," "
"Lithiophosphate","Lithiophosphate","Li3(PO4)"," "
"Lithiotantite","Lithiotantite","LiTa3O8"," "
"Lithiowodginite","Lithiowodginite","LiTa3O8","Wodginite"
"Lithosite","Lithosite","K3Al2Si4O12(OH)"," "
"Litidionite","Litidionite","KNaCuSi4O10"," "
"Litochlebite","Litochlebite","Ag2PbBi4Se8","Watkinsonite"
"Litvinskite","Litvinskite","Na3ZrSi6O13(OH)5","Lovozerite-Zirsinalite–Lovozerite"
"Liudongshengite","Liudongshengite","Zn4Cr2(OH)12(CO3)·3H2O","Hydrotalcite"
"Liuite","Liuite","FeTiO3","Corundum"
"Liveingite","Liveingite","Pb20As24S56","Sartorite"
"Liversidgeite","Liversidgeite","Zn6(PO4)4·7H2O"," "
"Livingstonite","Livingstonite","HgSb4S6(S)2"," "
"Lizardite","Lizardite","Mg3Si2O5(OH)4","Clay"
"Llantenesite","Llantenesite","Cu6Al[SeO4](OH)12Cl·3H2O","Spangolite"
"Lobanovite","Lobanovite","K2Na(Fe2+4Mg2Na)Ti2(Si4O12)2O2(OH)4","Astrophyllite-Devitoite"
"Lokkaite-(Y)","Lokkaite-(Y)","CaY4(CO3)7·9H2O","Tengerite"
"Löllingite","Lollingite","FeAs2","Löllingite"
"Lombardoite","Lombardoite","Ba2Mn3+(AsO4)2(OH)","Brackebuschite"
"Lomonosovite","Lomonosovite","Na6Na2Ti2Na2Ti2(Si2O7)2(PO4)2O4","Seidozerite-Murmanite"
"Londonite","Londonite","CsBe4Al4(B11Be)O28","Rhodizite"
"Lonecreekite","Lonecreekite","(NH4)Fe3+(SO4)2·12H2O","Alum"
"Lonsdaleite","Lonsdaleite","C"," "
"Loparite-(Ce)","Loparite-(Ce)","(Na,Ce,Sr)(Ce,Th)(Ti,Nb)2O6","Perovskite"
"Lopatkaite","Lopatkaite","Pb5Sb3AsS11"," "
"Lópezite","Lopezite","K2Cr2O7"," "
"Lorándite","Lorandite","TlAsS2"," "
"Loranskite-(Y)","Loranskite-(Y)","(Y,Ce,Ca)(Zr,Ta)2O6 (?)"," "
"Lorenzenite","Lorenzenite","Na2Ti2O3(Si2O6)"," "
"Loseyite","Loseyite","Mn2+4Zn3(CO3)2(OH)10"," "
"Lotharmeyerite","Lotharmeyerite","CaZn2(AsO4)2·2H2O","Natrochalcite"
"Loudounite","Loudounite","NaCa5Zr4Si16O40(OH)11·8H2O"," "
"Loughlinite","Loughlinite","Na2Mg3Si6O16·8H2O","Clay"
"Lourenswalsite","Lourenswalsite","(K,Ba)2Ti4(Si,Al)6O14(OH)12"," "
"Lovdarite","Lovdarite","K2Na6Be4Si14O36·9H2O"," "
"Loveringite","Loveringite","(Ca,Ce,La)(Zr,Fe)(Mg,Fe)2(Ti,Fe,Cr,Al)18O38","Crichtonite"
"Lovozerite","Lovozerite","Na3CaZrSi6O15(OH)3","Lovozerite-Zirsinalite–Lovozerite"
"Löweite","Loweite","Na12Mg7(SO4)13·15H2O"," "
"Luanheite","Luanheite","Ag3Hg"," "
"Luanshiweiite","Luanshiweiite","KLiAl1.5(Si3.5Al0.5)O10(OH)2","Mica"
"Luberoite","Luberoite","Pt5Se4"," "
"Luboržákite","Luborzakite","Mn2AsSbS5","Pavonite"
"Lucabindiite","Lucabindiite","(K,NH4)As4O6(Cl,Br)","Lucabindiite"
"Lucasite-(Ce)","Lucasite-(Ce)","CeTi2O5(OH)"," "
"Lucchesiite","Lucchesiite","CaFe2+3Al6(Si6O18)(BO3)3(OH)3O","Tourmaline"
"Luddenite","Luddenite","Cu2Pb2Si5O14·14H2O"," "
"Ludjibaite","Ludjibaite","Cu5(PO4)2(OH)4","Medenbachite"
"Ludlamite","Ludlamite","Fe2+3(PO4)2·4H2O"," "
"Ludlockite","Ludlockite","PbFe3+4As3+10O22"," "
"Ludwigite","Ludwigite","Mg2Fe3+O2(BO3)","Ludwigite"
"Lueshite","Lueshite","NaNbO3","Perovskite"
"Luetheite","Luetheite","CuAl(AsO4)(OH)2","Chenevixite"
"Luinaite-(OH)","Luinaite-(OH)","(Na,[box])(Fe2+,Mg)3Al6(BO3)3Si6O18(OH)4","Tourmaline"
"Lukechangite-(Ce)","Lukechangite-(Ce)","Na3Ce2(CO3)4F"," "
"Lukkulaisvaaraite","Lukkulaisvaaraite","Pd14Ag2Te9"," "
"Lukrahnite","Lukrahnite","CaCuFe3+(AsO4)2(OH,H2O)2","Helmutwinklerite"
"Lulzacite","Lulzacite","Sr2Fe2+3Al4(PO4)4(OH)10"," "
"Lumsdenite","Lumsdenite","NaCa3Mg2(As3+V4+2V5+10As5+6O51)·45H2O"," "
"Lüneburgite","Luneburgite","Mg3[B2(OH)6(PO4)2]·6H2O"," "
"Lunijianlaite","Lunijianlaite","Li0.7Al6.2(Si7Al)O20(OH,O)10","Corrensite"
"Lun'okite","Lunokite","MgMn2+Al(PO4)2(OH)·4H2O","Overite"
"Luobusaite","Luobusaite","Fe0.84Si2"," "
"Luogufengite","Luogufengite","Fe2O3"," "
"Lusernaite-(Y)","Lusernaite-(Y)","Y4Al(CO3)2(OH,F)11·6H2O"," "
"Lussierite","Lussierite","Na10[(UO2)(SO4)4](SO4)2(H2O)3"," "
"Luxembourgite","Luxembourgite","AgCuPbBi4Se8","Watkinsonite"
"Luzonite","Luzonite","Cu3AsS4","Sphalerite"
"Lyonsite","Lyonsite","Cu2+3Fe3+4(VO4)6","Lyonsite"
"Macaulayite","Macaulayite","Fe3+24Si4O43(OH)2"," "
"Macdonaldite","Macdonaldite","BaCa4Si16O36(OH)2·10H2O","Rhodesite"
"Macedonite","Macedonite","PbTiO3","Perovskite"
"Macfallite","Macfallite","Ca2Mn3+3(SiO4)(Si2O7)(OH)3"," "
"Machatschkiite","Machatschkiite","Ca6(AsO4)(AsO3OH)3(PO4)·15H2O"," "
"Machiite","Machiite","Al2Ti3O9","Schreyerite"
"Mackayite","Mackayite","Fe3+Te4+2O5(OH)"," "
"Mackinawite","Mackinawite","(Fe,Ni)1+xS (x = 0-0.07)"," "
"Macphersonite","Macphersonite","Pb4(SO4)(CO3)2(OH)2"," "
"Macquartite","Macquartite","Cu2Pb7(CrO4)4(SiO4)2(OH)2"," "
"Madocite","Madocite","Pb19(Sb,As)16S43","Madocite"
"Magadiite","Magadiite","Na2Si14O29·11H2O"," "
"Magbasite","Magbasite","KBaFe3+Mg7Si8O22(OH)2F6"," "
"Maghagendorfite","Maghagendorfite","Na2MgFe2+Fe3+(PO4)3","Alluaudite"
"Maghemite","Maghemite","(Fe3+0.67[box]0.33)Fe3+2O4","Spinel"
"Maghrebite","Maghrebite","MgAl2(AsO4)2(OH)2·8H2O","Laueite"
"Magnanelliite","Magnanelliite","K3Fe3+2(SO4)4(OH)(H2O)2","Alcaparrosaite"
